id,source,target,relation,evidence,evidence_url,evidence_locator,epistemic_status,evidence_file,evidence_page
e595,poseidon-2024,sfno-2023,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2405.19101,Downloaded PDF page 11; see metadata/citations.json for bibliographic context,documented,poseidon-2024.pdf,11
e596,well-2024,fno-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2412.00568,Downloaded PDF page 17; see metadata/citations.json for bibliographic context,documented,well-2024.pdf,17
e597,well-2024,neural-operator-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2412.00568,Downloaded PDF page 17; see metadata/citations.json for bibliographic context,documented,well-2024.pdf,17
e598,well-2024,pdebench-2022,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2412.00568,Downloaded PDF page 13; see metadata/citations.json for bibliographic context,documented,well-2024.pdf,13
e599,well-2024,poseidon-2024,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2412.00568,Downloaded PDF page 14; see metadata/citations.json for bibliographic context,documented,well-2024.pdf,14
e600,deepvivonet-2025,chen-1995,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2501.04105,Downloaded PDF page 16; see metadata/citations.json for bibliographic context,documented,deepvivonet-2025.pdf,16
e601,deepvivonet-2025,deeponet-2019,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2501.04105,Downloaded PDF page 16; see metadata/citations.json for bibliographic context,documented,deepvivonet-2025.pdf,16
e602,fourcastnet3-2025,fourcastnet-2022,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2507.12144,Downloaded PDF page 9; see metadata/citations.json for bibliographic context,documented,fourcastnet3-2025.pdf,9
e603,fourcastnet3-2025,sfno-2023,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2507.12144,Downloaded PDF page 9; see metadata/citations.json for bibliographic context,documented,fourcastnet3-2025.pdf,9
e604,learnable-quadrature-2025,fno-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://papers.neurips.cc/paper_files/paper/2025/hash/382b95a6580cfb0b5ca33c74b4e0e770-Abstract-Conference.html,Downloaded PDF page 12; see metadata/citations.json for bibliographic context,documented,learnable-quadrature-2025.pdf,12
e605,learnable-quadrature-2025,graph-kernel-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://papers.neurips.cc/paper_files/paper/2025/hash/382b95a6580cfb0b5ca33c74b4e0e770-Abstract-Conference.html,Downloaded PDF page 12; see metadata/citations.json for bibliographic context,documented,learnable-quadrature-2025.pdf,12
e606,learnable-quadrature-2025,neural-operator-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://papers.neurips.cc/paper_files/paper/2025/hash/382b95a6580cfb0b5ca33c74b4e0e770-Abstract-Conference.html,Downloaded PDF page 12; see metadata/citations.json for bibliographic context,documented,learnable-quadrature-2025.pdf,12
e607,manufacturing-2025,deeponet-2019,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2511.13178,Downloaded PDF page 31; see metadata/citations.json for bibliographic context,documented,manufacturing-2025.pdf,31
e608,practical-fno-2025,deeponet-2019,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2512.01421,Downloaded PDF page 93; see metadata/citations.json for bibliographic context,documented,practical-fno-2025.pdf,93
e609,practical-fno-2025,fno-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2512.01421,Downloaded PDF page 92; see metadata/citations.json for bibliographic context,documented,practical-fno-2025.pdf,92
e610,practical-fno-2025,graph-kernel-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2512.01421,Downloaded PDF page 92; see metadata/citations.json for bibliographic context,documented,practical-fno-2025.pdf,92
e611,practical-fno-2025,neural-operator-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2512.01421,Downloaded PDF page 92; see metadata/citations.json for bibliographic context,documented,practical-fno-2025.pdf,92
e612,practical-fno-2025,seismic-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2512.01421,Downloaded PDF page 96; see metadata/citations.json for bibliographic context,documented,practical-fno-2025.pdf,96
e613,practical-fno-2025,u-fno-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2512.01421,Downloaded PDF page 95; see metadata/citations.json for bibliographic context,documented,practical-fno-2025.pdf,95
e614,practical-fno-2025,gino-2023,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2512.01421,Downloaded PDF page 93; see metadata/citations.json for bibliographic context,documented,practical-fno-2025.pdf,93
e615,practical-fno-2025,sfno-2023,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2512.01421,Downloaded PDF page 88; see metadata/citations.json for bibliographic context,documented,practical-fno-2025.pdf,88
e616,practical-fno-2025,neuralop-library-2024,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2512.01421,Downloaded PDF page 92; see metadata/citations.json for bibliographic context,documented,practical-fno-2025.pdf,92
e617,practical-fno-2025,principled-2026,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2512.01421,Downloaded PDF page 88; see metadata/citations.json for bibliographic context,documented,practical-fno-2025.pdf,88
e618,vjepa2-2025,world-models-2018,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2506.09985,Downloaded PDF page 27; see metadata/citations.json for bibliographic context,documented,vjepa2-2025.pdf,27
e619,vjepa2-2025,dreamerv3-2023,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2506.09985,Downloaded PDF page 27; see metadata/citations.json for bibliographic context,documented,vjepa2-2025.pdf,27
e620,acoustic-quadrature-2026,deeponet-2019,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2607.04407,Downloaded PDF page 24; see metadata/citations.json for bibliographic context,documented,acoustic-quadrature-2026.pdf,24
e621,acoustic-quadrature-2026,fno-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2607.04407,Downloaded PDF page 24; see metadata/citations.json for bibliographic context,documented,acoustic-quadrature-2026.pdf,24
e622,acoustic-quadrature-2026,neural-operator-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2607.04407,Downloaded PDF page 24; see metadata/citations.json for bibliographic context,documented,acoustic-quadrature-2026.pdf,24
e623,acoustic-quadrature-2026,gino-2023,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2607.04407,Downloaded PDF page 24; see metadata/citations.json for bibliographic context,documented,acoustic-quadrature-2026.pdf,24
e624,adaptive-cubature-2026,ecm-2017,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2609.03068,Downloaded PDF page 47; see metadata/citations.json for bibliographic context,documented,adaptive-cubature-2026.pdf,47
e625,adaptive-cubature-2026,cecm-2023,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2609.03068,Downloaded PDF page 48; see metadata/citations.json for bibliographic context,documented,adaptive-cubature-2026.pdf,48
e626,composition-2026,neural-operator-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2609.03069,Downloaded PDF page 10; see metadata/citations.json for bibliographic context,documented,composition-2026.pdf,10
e627,composition-2026,poseidon-2024,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2609.03069,Downloaded PDF page 9; see metadata/citations.json for bibliographic context,documented,composition-2026.pdf,9
e628,frame-kernel-2026,deeponet-2019,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2608.25084,Downloaded PDF page 24; see metadata/citations.json for bibliographic context,documented,frame-kernel-2026.pdf,24
e629,frame-kernel-2026,fno-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2608.25084,Downloaded PDF page 24; see metadata/citations.json for bibliographic context,documented,frame-kernel-2026.pdf,24
e630,frame-kernel-2026,neural-operator-2021,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2608.25084,Downloaded PDF page 24; see metadata/citations.json for bibliographic context,documented,frame-kernel-2026.pdf,24
e631,frame-kernel-2026,pdebench-2022,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2608.25084,Downloaded PDF page 25; see metadata/citations.json for bibliographic context,documented,frame-kernel-2026.pdf,25
e632,frame-kernel-2026,kno-2024,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2608.25084,Downloaded PDF page 24; see metadata/citations.json for bibliographic context,documented,frame-kernel-2026.pdf,24
e633,theory-tour-2026,chen-1995,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2603.00819,Downloaded PDF page 12; see metadata/citations.json for bibliographic context,documented,theory-tour-2026.pdf,12
e634,theory-tour-2026,deeponet-2019,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2603.00819,Downloaded PDF page 13; see metadata/citations.json for bibliographic context,documented,theory-tour-2026.pdf,13
e635,theory-tour-2026,fno-2020,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2603.00819,Downloaded PDF page 13; see metadata/citations.json for bibliographic context,documented,theory-tour-2026.pdf,13
e636,theory-tour-2026,operator-sampling-2024,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2603.00819,Downloaded PDF page 12; see metadata/citations.json for bibliographic context,documented,theory-tour-2026.pdf,12
e637,vjepa21-2026,world-models-2018,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2603.14482,Downloaded PDF page 27; see metadata/citations.json for bibliographic context,documented,vjepa21-2026.pdf,27
e638,vjepa21-2026,vjepa2-2025,cites,Matched the paper title (or documented title variant) in the downloaded bibliography.,https://arxiv.org/abs/2603.14482,Downloaded PDF page 25; see metadata/citations.json for bibliographic context,documented,vjepa21-2026.pdf,25
e639,deeponet-2019,chen-1995,theoretical_precursor,DeepONet explicitly motivates its architecture through operator universal approximation.,https://arxiv.org/abs/1910.03193,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e640,cs-polynomials-2017,stable-cs-2005,method_connection,Sparse polynomial recovery uses the sparse-reconstruction framework; assumptions on samples remain essential.,https://arxiv.org/abs/1703.06987,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e641,cs-polynomials-2017,sparse-operators-2012,conceptual_bridge,"Sparse approximation of functions and sparse identification of operators suggest complementary approaches, but their model classes differ.",https://arxiv.org/abs/1703.06987,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e642,operator-sampling-2024,cs-polynomials-2017,method_connection,Moves from high-dimensional function approximation to information limits for operator-valued learning.,https://arxiv.org/abs/2410.23440,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e643,optimal-sampling-2024,cs-polynomials-2017,method_connection,Continues the sampling/approximation thread through weighted least squares and approximation-space-aware sampling.,https://arxiv.org/abs/2409.02342,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e644,nonlinear-sampling-2024,cs-generative-2017,method_connection,The newer framework explicitly includes compressed sensing with generative models.,https://proceedings.mlr.press/v235/adcock24a.html,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e645,theory-tour-2026,operator-sampling-2024,method_connection,A useful complementary view of sample-complexity limits; not an assertion that the survey covers the September revision.,https://arxiv.org/abs/2603.00819,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e646,theory-tour-2026,neural-operator-2021,method_connection,Places operator expressivity alongside statistical and approximation-rate questions.,https://arxiv.org/abs/2603.00819,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e647,deim-2009,eim-2004,method_connection,Discrete empirical interpolation develops selected-entry approximation for reduced nonlinear models.,https://laertes.caam.rice.edu/tech_reports/2009/TR09-05.pdf,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e648,ecm-2017,deim-2009,method_connection,Both reduce costly nonlinear evaluation; cubature targets integrals while DEIM approximates nonlinear vectors.,https://upcommons.upc.edu/handle/2117/91502?locale-attribute=en,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e649,cecm-2023,ecm-2017,method_connection,Extends empirical cubature by permitting point locations to move.,https://arxiv.org/abs/2308.03877,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e650,adaptive-cubature-2026,ecm-2017,method_connection,Allows weights to vary with latent state instead of remaining fixed over the manifold.,https://arxiv.org/abs/2609.03068,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e651,adaptive-cubature-2026,cecm-2023,method_connection,Related empirical-cubature development with shared authors; adaptive weights and movable points are distinct freedoms.,https://arxiv.org/abs/2609.03068,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e652,kno-2024,cecm-2023,conceptual_bridge,Hypothesis: fit empirical cubature rules to the integrand families of a trained KNO.,https://arxiv.org/abs/2407.00809,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e653,kno-2024,adaptive-cubature-2026,conceptual_bridge,Hypothesis: use state-dependent weights to reduce kernel evaluations; the cubature paper does not test this neural-operator application.,https://arxiv.org/abs/2407.00809,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e654,learnable-quadrature-2025,kno-2024,conceptual_bridge,"Training-loss quadrature and inference-layer quadrature could exchange techniques, but their objectives differ.",https://papers.neurips.cc/paper_files/paper/2025/hash/382b95a6580cfb0b5ca33c74b4e0e770-Abstract-Conference.html,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e655,acoustic-quadrature-2026,principled-2026,conceptual_bridge,Both use coordinate-aware weighted integration; dates alone do not establish citation or influence.,https://arxiv.org/abs/2607.04407,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e656,acoustic-quadrature-2026,cecm-2023,conceptual_bridge,Potential sparse-rule application for a learned boundary integrand; not demonstrated by these papers together.,https://arxiv.org/abs/2607.04407,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e657,frame-kernel-2026,cs-polynomials-2017,conceptual_bridge,Coefficient-space operator learning offers a testbed for sparsity assumptions; frame structure alone does not establish compressed-sensing guarantees.,https://arxiv.org/abs/2608.25084,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e658,frame-kernel-2026,kno-2024,method_connection,"Both investigate kernel-based alternatives to common neural operators, with different representations.",https://arxiv.org/abs/2608.25084,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e659,fno-2020,graph-kernel-2020,method_connection,Two early efficient parameterizations of function-space kernel interactions.,https://arxiv.org/abs/2010.08895,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e660,neural-operator-2021,fno-2020,method_connection,The foundational treatment includes Fourier operators among its architecture classes.,https://arxiv.org/abs/2108.08481,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e661,fno-discretization-2024,fno-2020,analyzes,Studies finite-grid evaluation error in the Fourier neural operator.,https://arxiv.org/abs/2405.02221,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e662,fourcastnet-2022,fno-2020,method_connection,Adaptive Fourier operator processing brings spectral operator ideas to global forecasting.,https://arxiv.org/abs/2202.11214,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e663,sfno-2023,fourcastnet-2022,method_connection,Atmospheric modeling motivates spherical rather than flat spectral geometry.,https://arxiv.org/abs/2306.03838,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e664,fourcastnet3-2025,sfno-2023,method_connection,Continues the geometric weather-modeling program with probabilistic spherical convolution; not an identical SFNO architecture.,https://arxiv.org/abs/2507.12144,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e665,poseidon-2024,fno-2020,method_connection,Moves beyond single-problem operator fitting toward pretrained PDE models.,https://arxiv.org/abs/2405.19101,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e666,composition-2026,poseidon-2024,conceptual_bridge,Two routes toward cheaper adaptation: broad pretraining and local modular composition.,https://arxiv.org/abs/2609.03069,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e667,gino-2023,fno-2020,method_connection,Combines graph transformations with a regular latent Fourier representation.,https://arxiv.org/abs/2309.00583,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e668,u-fno-2021,fno-2020,method_connection,Extends Fourier operator processing for multiphase subsurface flow.,https://arxiv.org/abs/2109.03697,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e669,seismic-2021,fno-2020,method_connection,Applies Fourier operator learning to seismic forward and inverse problems.,https://arxiv.org/abs/2108.05421,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e670,em-design-2023,fno-2020,method_connection,Uses operator surrogates for repeated electromagnetic design evaluation.,https://arxiv.org/abs/2302.01934,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e671,nio-2023,deeponet-2019,method_connection,Combines DeepONet and FNO components for inverse operator mappings.,https://arxiv.org/abs/2301.11167,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e672,nio-2023,fno-2020,method_connection,Combines DeepONet and FNO components for inverse operator mappings.,https://arxiv.org/abs/2301.11167,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e673,deepvivonet-2025,deeponet-2019,method_connection,Uses a DeepONet-based model for marine-riser dynamics.,https://arxiv.org/abs/2501.04105,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e674,deepvivonet-2025,cecm-2023,conceptual_bridge,"Both select points, but physical sensor optimization and integrand subsampling solve different problems.",https://arxiv.org/abs/2501.04105,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e675,pno-2024,fno-2020,method_connection,Uses operator learning to approximate a motion-planning value-function map.,https://arxiv.org/abs/2410.17547,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e676,pde-control-2023,deeponet-2019,method_connection,Uses DeepONet to approximate a controller-design operator.,https://arxiv.org/abs/2307.11436,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e677,soft-robot-2026,pno-2024,conceptual_bridge,Direct robotics applications with different outputs: physical shape versus planning value.,https://arxiv.org/abs/2602.18655,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e678,soft-robot-2026,vjepa2-2025,conceptual_bridge,Hypothesis: combine a field/shape predictor with a perceptual action-conditioned planning system.,https://arxiv.org/abs/2602.18655,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e679,gns-2020,soft-robot-2026,conceptual_bridge,Graph-based physical simulation is a relevant comparator for learned deformable-body models.,https://arxiv.org/abs/2002.09405,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e680,dreamerv3-2023,world-models-2018,method_connection,"Both learn latent predictive environments for control; represents a reading lineage, not a verified citation edge.",https://arxiv.org/abs/2301.04104,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e681,vjepa2-2025,dreamerv3-2023,conceptual_bridge,"Both support action-conditioned planning or learning, but representation objectives and control procedures differ.",https://arxiv.org/abs/2506.09985,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e682,vjepa21-2026,vjepa2-2025,method_connection,Direct continuation of the V-JEPA model family toward dense representations.,https://arxiv.org/abs/2603.14482,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e683,manufacturing-2025,deeponet-2019,method_connection,Uses a DeepONet/recurrent formulation for thermal-history to distortion prediction.,https://arxiv.org/abs/2511.13178,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e684,ultrasound-2024,deeponet-2019,method_connection,Uses a convolutional DeepONet for acoustic field prediction.,https://arxiv.org/abs/2412.16118,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e685,nfm-2024,fno-2020,conceptual_bridge,"Frequency-domain time-series modeling is an adjacent baseline, not automatically the same operator formulation.",https://arxiv.org/abs/2410.04703,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e686,sindy-2015,sparse-operators-2012,conceptual_bridge,"Both identify structured dynamics, but sparse evolution laws differ from sparse linear operators.",https://arxiv.org/abs/1509.03580,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e687,pdebench-2022,well-2024,method_connection,"Complementary simulation benchmarks, with The Well broadening the range of physical behavior.",https://arxiv.org/abs/2210.07182,"Abstract/method comparison; analyst reading link, not a verified citation",analyst_inference,,
e688,author:gaurav-gupta,mwt-2021,authored,Author listed in the primary paper byline.,https://arxiv.org/abs/2109.13459,"Primary abstract and byline, checked 2026-09-10",documented,,
e689,author:xiongye-xiao,mwt-2021,authored,Author listed in the primary paper byline.,https://arxiv.org/abs/2109.13459,"Primary abstract and byline, checked 2026-09-10",documented,,
e690,author:paul-bogdan,mwt-2021,authored,Author listed in the primary paper byline.,https://arxiv.org/abs/2109.13459,"Primary abstract and byline, checked 2026-09-10",documented,,
e691,mwt-2021,field:operator-learning,classified_in,Projects operator kernels onto fixed multiwavelet polynomial bases and learns interactions across scales. Demonstrated on several PDE families.,https://arxiv.org/abs/2109.13459,"Primary abstract and byline, checked 2026-09-10",curated_classification,,
e692,mwt-2021,field:wavelets,classified_in,Projects operator kernels onto fixed multiwavelet polynomial bases and learns interactions across scales. Demonstrated on several PDE families.,https://arxiv.org/abs/2109.13459,"Primary abstract and byline, checked 2026-09-10",curated_classification,,
e693,mwt-2021,area:operators,bridges_field,Projects operator kernels onto fixed multiwavelet polynomial bases and learns interactions across scales. Demonstrated on several PDE families.,https://arxiv.org/abs/2109.13459,"Primary abstract and byline, checked 2026-09-10",curated_classification,,
e694,mwt-2021,area:engineering,bridges_field,Projects operator kernels onto fixed multiwavelet polynomial bases and learns interactions across scales. Demonstrated on several PDE families.,https://arxiv.org/abs/2109.13459,"Primary abstract and byline, checked 2026-09-10",curated_classification,,
e695,author:tapas-tripura,wno-2022,authored,Author listed in the primary paper byline.,https://arxiv.org/abs/2205.02191,"Primary abstract and byline, checked 2026-09-10",documented,,
e696,author:souvik-chakraborty,wno-2022,authored,Author listed in the primary paper byline.,https://arxiv.org/abs/2205.02191,"Primary abstract and byline, checked 2026-09-10",documented,,
e697,wno-2022,field:operator-learning,classified_in,Combines learned integral-kernel operations with localized wavelet transforms. Examples include PDE solution maps and air-temperature prediction.,https://arxiv.org/abs/2205.02191,"Primary abstract and byline, checked 2026-09-10",curated_classification,,
e698,wno-2022,field:wavelets,classified_in,Combines learned integral-kernel operations with localized wavelet transforms. Examples include PDE solution maps and air-temperature prediction.,https://arxiv.org/abs/2205.02191,"Primary abstract and byline, checked 2026-09-10",curated_classification,,
e699,wno-2022,area:operators,bridges_field,Combines learned integral-kernel operations with localized wavelet transforms. Examples include PDE solution maps and air-temperature prediction.,https://arxiv.org/abs/2205.02191,"Primary abstract and byline, checked 2026-09-10",curated_classification,,
e700,wno-2022,area:engineering,bridges_field,Combines learned integral-kernel operations with localized wavelet transforms. Examples include PDE solution maps and air-temperature prediction.,https://arxiv.org/abs/2205.02191,"Primary abstract and byline, checked 2026-09-10",curated_classification,,
e701,wno-2022,area:weather,bridges_field,Combines learned integral-kernel operations with localized wavelet transforms. Examples include PDE solution maps and air-temperature prediction.,https://arxiv.org/abs/2205.02191,"Primary abstract and byline, checked 2026-09-10",curated_classification,,
e702,wno-2022,mwt-2021,method_connection,"Both use wavelet representations for operator learning; they are distinct architectures. This is a reading connection, not a verified citation.",https://arxiv.org/abs/2205.02191,"Primary abstract and byline, checked 2026-09-10",analyst_inference,,
addition-author-lanthaler-samuel-authored-parametric-complexity-2023,author:lanthaler-samuel,parametric-complexity-2023,authored,Author verified in downloaded PDF byline.,https://arxiv.org/abs/2306.15924,PDF page 1,documented,,
addition-parametric-complexity-2023-classified-in-field-operator-learning,parametric-complexity-2023,field:operator-learning,classified_in,"Proves a curse of parametric complexity for general regular operator classes, and shows how Hamilton–Jacobi structure permits a more efficient architecture.",https://arxiv.org/abs/2306.15924,Abstract,curated_classification,,
addition-parametric-complexity-2023-classified-in-field-theory,parametric-complexity-2023,field:theory,classified_in,"Proves a curse of parametric complexity for general regular operator classes, and shows how Hamilton–Jacobi structure permits a more efficient architecture.",https://arxiv.org/abs/2306.15924,Abstract,curated_classification,,
addition-parametric-complexity-2023-bridges-field-area-operators,parametric-complexity-2023,area:operators,bridges_field,"Proves a curse of parametric complexity for general regular operator classes, and shows how Hamilton–Jacobi structure permits a more efficient architecture.",https://arxiv.org/abs/2306.15924,Abstract,curated_classification,,
addition-parametric-complexity-2023-bridges-field-area-fourier,parametric-complexity-2023,area:fourier,bridges_field,"Proves a curse of parametric complexity for general regular operator classes, and shows how Hamilton–Jacobi structure permits a more efficient architecture.",https://arxiv.org/abs/2306.15924,Abstract,curated_classification,,
addition-parametric-complexity-2023-cites-fno-2020,parametric-complexity-2023,fno-2020,cites,Verified title in downloaded PDF reference list.,https://arxiv.org/abs/2306.15924,"References [46], downloaded v4",documented,,
addition-parametric-complexity-2023-cites-neural-operator-2021,parametric-complexity-2023,neural-operator-2021,cites,Verified title in downloaded PDF reference list.,https://arxiv.org/abs/2306.15924,"References [40], downloaded v4",documented,,
addition-author-francesca-bartolucci-authored-reno-2023,author:francesca-bartolucci,reno-2023,authored,Author verified in downloaded PDF byline.,https://arxiv.org/abs/2305.19913,PDF page 1,documented,,
addition-author-de-bezenac-emmanuel-authored-reno-2023,author:de-bezenac-emmanuel,reno-2023,authored,Author verified in downloaded PDF byline.,https://arxiv.org/abs/2305.19913,PDF page 1,documented,,
addition-author-raonic-bogdan-authored-reno-2023,author:raonic-bogdan,reno-2023,authored,Author verified in downloaded PDF byline.,https://arxiv.org/abs/2305.19913,PDF page 1,documented,,
addition-author-molinaro-roberto-authored-reno-2023,author:molinaro-roberto,reno-2023,authored,Author verified in downloaded PDF byline.,https://arxiv.org/abs/2305.19913,PDF page 1,documented,,
addition-author-mishra-siddhartha-authored-reno-2023,author:mishra-siddhartha,reno-2023,authored,Author verified in downloaded PDF byline.,https://arxiv.org/abs/2305.19913,PDF page 1,documented,,
addition-author-rima-alaifari-authored-reno-2023,author:rima-alaifari,reno-2023,authored,Author verified in downloaded PDF byline.,https://arxiv.org/abs/2305.19913,PDF page 1,documented,,
addition-reno-2023-classified-in-field-operator-learning,reno-2023,field:operator-learning,classified_in,Introduces representation equivalence and operator aliasing to analyze consistency between continuous operators and their discrete implementations.,https://arxiv.org/abs/2305.19913,Abstract,curated_classification,,
addition-reno-2023-classified-in-field-theory,reno-2023,field:theory,classified_in,Introduces representation equivalence and operator aliasing to analyze consistency between continuous operators and their discrete implementations.,https://arxiv.org/abs/2305.19913,Abstract,curated_classification,,
addition-reno-2023-classified-in-field-sampling,reno-2023,field:sampling,classified_in,Introduces representation equivalence and operator aliasing to analyze consistency between continuous operators and their discrete implementations.,https://arxiv.org/abs/2305.19913,Abstract,curated_classification,,
addition-reno-2023-bridges-field-area-operators,reno-2023,area:operators,bridges_field,Introduces representation equivalence and operator aliasing to analyze consistency between continuous operators and their discrete implementations.,https://arxiv.org/abs/2305.19913,Abstract,curated_classification,,
